x,y,z,Position,clusters,company
-8.859796,-8.1471,1.9217576,Head of Data Learning,1,Baufest
-17.824032,-14.75318,3.7683203,Data Scientist ,12,Donata Petrelli
5.5739717,-3.9204955,10.54665,Especialista Sr. en Analitica Cognitiva y Ciencia de Datos,19,AI product Design and consulting
-4.4986343,9.459167,4.6395946,Catalog Availability Analyst Global ,2,ManpowerGroup Argentina
-12.877098,6.783159,5.3837337,Drupal Engineer,2,atmira
-13.755659,-0.30629492,-1.9143187,Lead Engineer,7,Facultad de Ingeniería | Universidad Austral
-15.150559,1.283889,8.585052,Data Engineer | Architect,5,Conekta
-23.671412,-6.2390122,7.027833,Data Engineer,5,DataDrivenGrowth
-16.189257,-3.8943472,0.4016986,Senior Business Analyst,1,Nissan Motor Corporation
-9.521493,-0.04308533,9.003533,BI - Data Analyst,15,
-18.778889,-1.4443796,9.265514,SR. Data Engineer,5,
-6.690975,1.6810987,-9.407513,Co Founder & Recruiter Expert ,4,Quales Group
-23.826681,-4.192574,-0.016973857,Software Engineer,5,Infineon Technologies
14.879435,8.334402,-8.555922,Gerente general,10,IQVIA
-17.824032,-14.75318,3.7683203,Data Scientist,12,Share IT - Innovation & Cloud
-14.540478,6.09905,12.458309,Machine Learning Engineer,15,Elemeno AI
3.2790213,-9.244051,5.683648,Asesor en Tecnologías de la Información,3,Vista
14.281012,-5.809788,-7.0233016,Cientista de dados Senior,9,Globant
-2.3463297,6.942406,-11.846228,Founder and BI Director,13,Moodle
-14.544461,-5.5370626,3.8568027,Data Science Senior Manager,1,KodeFree
-16.356812,-9.150969,13.288126,Data Analyst,8,COA Tecnología de la Información Aplicada
-17.824032,-14.75318,3.7683203,Data Scientist,12,Fiserv
-17.824032,-14.75318,3.7683203,Data Scientist,12,
-7.6795077,-0.66685164,8.516705,Product Data Analyst,15,Indizen - Scalian Group
-11.57755,9.65386,-4.85237,BDM ( Business Consulting Group),7,Telecom Personal Argentina
7.792266,-10.694304,5.2214594,Técnico Analista Senior,19,Qulture.Rocks
-11.268792,4.1022434,10.130987,Machine Learning Consultant,15,Cristian León
-14.317541,-2.2340255,10.904982,CS Data Analyst ,5,PREFORTE (PLANTA HORMIGONERA)
-2.2106156,-1.243011,-4.1193886,Senior Business Development Executive IBAM (Iberoamérica),4,
-16.592117,9.717181,3.184055,Software Developer Intern,2,Gevinst Technologies
-13.321179,-9.285005,0.60781634,Data Science & Analytics Program Director,8,Mercantil Banco
-1.4919658,6.356835,-0.07540939,Partner,17,Randstad
-12.102804,4.0011907,3.4157958,Associate System Engineer Trainee,2,Big Data International Campus
-7.525115,1.6230857,3.69059,NLP Researcher,2,A.D. Susman & Associates
-14.875827,-0.2019784,5.859837,Business Intelligence Engineer,1,Doctoralia México
-18.991749,-2.41443,8.683138,Jr Data Engineer,5,Open Sistemas
-11.183923,-7.6244025,5.1221976,Data Tech Lead,1,BEXTechnology S.A
6.1483607,-6.5959735,-6.906695,Manager y Coordinador de eSports,14,Consultora Contable
-18.80657,-13.859157,4.2691197,Data Scientist,12,Savana
-23.51226,-6.64111,7.6207533,Data Engineer,5,Gumucio & Abogados
-18.80657,-13.859157,4.2691197,Data Scientist,12,Tribal
-16.5566,-3.6831594,7.711329,Analytics Engineer,5,Mercado Libre
-8.095902,-8.464879,2.3133106,Data Governance Leader,1,Microsoft
8.5367,3.9152954,11.435804,Tutora de analítica de datos con perspectiva ética,11,Dialpad
-16.603304,-9.307827,13.461451,Data Analyst,8,Ironhack
-12.518854,-9.27715,5.7861204,Lead Data Scientist,12,NTT DATA Europe & LATAM
-18.991749,-2.41443,8.683138,Jr Data Engineer,5,Kueski
-12.329079,8.858544,0.5042572,Blockchain Architect and Consultant,2,Infosys
8.387394,7.5309553,-1.2169248,Camarero,13,Universidad Siglo 21
-15.613005,-4.561999,1.2965337,Senior Competitive Intelligence Analyst,1,Kapture.io
8.804682,8.54369,-0.15069608,Contadora,13,Mkmines
9.590795,7.145343,-1.8936671,Pasante,13,Sophilabs
1.5963387,13.030636,-2.6955826,Talent acquisition ,2,Just a Little Data
-0.60709924,-4.8422303,-5.0812078,Investigador Principal,3,Openbank
8.144207,-8.669668,-6.841203,Supervisor de TI,14,Cargamos.com
-9.31065,-6.2922783,-6.19517,Director Of Engineering,8,Despegar
-10.305808,6.4197783,-1.874175,Talent Acquisition Specialist | LATAM,7,HARMAN DE MEXICO S. DE R.L. DE C.V.
-18.778889,-1.4443796,9.265514,Sr. Data Engineer,5,Karakuri
-18.355331,3.8766701,7.0616813,Business Analyst Intern,1,Mercado Libre
-18.474258,-13.101783,3.6159801,Data Scientist,12,TEKHNE S.R.L.
-1.534925,-4.176392,-1.1272283,"Head of Financial Services, Leisure & Education Spain @Telefónica Tech AI of Things",3,MCS Data Labs
-2.7981253,4.493258,-8.242964,Head of Global Alumni & Ambassadors Program ,4,Ate instruments
3.3365533,-6.419977,-9.686247,Director Gerente y CEO ,14,EUIGS | Admiral Group
-9.197138,8.831663,-3.8530235,People Analytics Global Manager,2,MUTT DATA
-18.80657,-13.859157,4.2691197,Data Scientist,12,Datalytics
7.958624,5.4464917,-0.16419648,Comercial TI,13,NZN
6.1547933,-7.750625,-10.390604,Director de Auditoría,14,Tecnológico de Monterrey
1.9707551,-5.9742446,8.427808,Jefe Corporativo de Data Science & Analytics,3,Cornershop by Uber
-18.80657,-13.859157,4.2691197,Data Scientist,12,Jobsity
-15.285201,1.19908,8.342738,Data Architect & Engineer Manager,5,NTT DATA Europe & LATAM
-8.772198,10.0727005,-3.6714175,BIM Manager,7,Mercado Bitcoin
-9.723984,-1.9396136,-7.290516,Account Manager,16,Accenture Colombia
-10.068063,5.3194575,9.317197,AI Consultant - Google Cloud Professional Services,15,Nubank
-12.91543,0.7049199,3.4055278,Performance Reporting Engineer,15,
-16.66658,-8.249617,13.132166,Data Analyst,8,República Independiente
-9.936581,2.2960625,9.105606,Big Data & Analytics Architect,15,factory14
0.4190598,13.277001,1.0617659,BDR,17,IpsumHR
5.5952005,-7.242836,-6.5673146,Facilitador Municipal,14,Insight Consulting GmbH
9.790863,-8.241094,7.5067735,Analista de Inventarios,19,Sacyr Bolivia
6.7244434,-1.4314177,9.986539,Analista de Prevención de Fraudes,11,Freelance
1.63418,-5.8873577,-1.530339,Director de Programa Educativo - Ing. en Redes y Telecomunicaciones,3,Boycor 
-5.344661,4.0652127,-9.070271,Head of Americas Strategic Equities,4,WLAB 
-11.5211115,1.9931159,13.664184,AI Researcher,15,Santander Brasil
-1.4119227,10.543312,-4.577107,Product Owner,17,waibbo
-13.342131,-7.964833,-0.5036273,Data & Analytics Director (Alpargatas group),8,PepsiCo
-13.269308,-9.575739,0.30647576,Data Science Director,8,jenie.ai
-18.80657,-13.859157,4.2691197,Data Scientist,12,Glovo
-16.07652,2.5763276,-8.104178,Sales Development Representative,16,Yıldız Holding
5.8875837,-0.6236761,6.547272,Docente Investigador en Ingeniería Mecatrónica,11,Jobandtalent
-15.2771,7.635559,-6.9718666,Business Program Manager,16,Future Businesstech India Pvt. Ltd.
-1.9185308,-7.264785,5.4511743,Director Data & Inteligencia Artificial,3,MetaEnlace Sistemas de Información
-11.018427,5.979213,8.327469,Artificial Intelligence Lead,15,WaveBI - Business Intelligence
-3.9879537,1.3554894,3.5785599,Doctoral Researcher,2,eDreams ODIGEO
-14.044528,10.597254,4.84214,Salesforce Developer,2,Pix4D
0.43835422,-3.7448323,9.013387,"Personal Investigador en Big Data e Inteligencia Artificial (NLP, ML, DL)",3,DevsLane
-13.025336,-8.815077,12.968154,Data-analyst,8,ThriveDX (formerly HackerU)
-12.518889,-9.277113,5.786123,Lead Data Scientist,12,DISRUPTA
12.952621,-12.067108,5.5433946,Jefe de Inteligencia Artificial,19,Tata Consultancy Services
-16.533516,-7.234421,9.097984,Data Science Specialist,12,Natural Language Processing Group at Center for Mathematical Modeling - University of Chile.
14.2472315,-2.5510101,5.2942104,Engenheira / Cientista de dados,6,MURAL
-9.370247,-9.502452,-2.9927554,Head of Artificial Intelligence,8,Santander Tecnología Argentina
-8.48363,0.36767125,10.043055,Data Analyst II,15,Beek.io 
-17.041805,-9.134692,13.6348915,Data Analyst,8,Leviatán
4.574696,-1.9388193,9.70998,Engenheiro de Machine Learning Pleno,11,GDN AR
-15.256575,4.7414556,-2.2641454,Solutions Architect,7,Santander Tecnología Argentina
-16.819502,-1.2229414,2.0410805,Business Solutions Analyst,1,Cornershop by Uber
18.098148,1.3624592,1.5117747,Engenheiro de dados,0,Andela
-13.267501,-2.8349328,7.3176494,Data Scientist / Consultant III,1,Ualá
-11.371029,5.948665,8.581898,Artificial Intelligence Engineer Lead,15,SheWorks!
-10.068661,-3.6010036,-4.1234503,Applied Science Manager,16,NTT DATA Europe & LATAM
-7.544592,-1.1225997,6.7634354,Applied AI - Business Analyst,1,Baker Hughes
1.3725365,-9.652537,-0.2882783,Consultor de IA - SME e CoE Líder,3,Datalytics
-17.373953,-1.7638527,12.37959,Data Engineer Intern,5,HitBTC
-2.7834709,4.9223747,5.1648912,NLP Intern,2,EDO SUSHI BAR
3.3766775,-6.939267,7.422187,Oficial en Capacidades Analiticas en Oficina de Gobierno de Información y Analitíca,3,Hotmart
4.9007444,-0.849231,5.835815,Docente en Academia de Innovación y Emprendimiento,11,Consultora Layvas 
-0.78767985,-6.862159,6.3983884,Director y Co-Fundador | Inteligencia Artificial y Big Data aplicado al Negocio,3,Mi Teleferico
-11.018427,5.979213,8.327469,Artificial Intelligence Lead,15,COREBI Data & Analytics
-12.552582,-6.3822613,-0.3873539,Director Business Intelligence,8,CONICET
-1.8759918,16.161165,4.101028,Quantum AI for Agriculture - Researcher | CAR - Artificial Perception Group,17,HidroMares Oceanografia
-13.835299,-6.9915166,10.388893,BIG DATA SCIENTIST,5,
-12.001234,-8.319275,1.5950112,Director of Data & AI,8,PedidosYa
3.8852777,-1.2307346,8.704856,Especialista en Inteligencia Artificial aplicada a Redes y Servicios.,11,Trafilea Group
16.810965,3.4991016,7.988776,Desarrollo de negocio,0,Pinpoint Predictive
13.414604,-3.7889655,7.963471,Líder de Tecnología | CIO,6,Amazon
-11.99814,8.455549,10.740225,Artificial Intelligence Engineer,15,LaLiga
14.823196,2.5047188,-0.18901192,Head de Operações,0,Telefónica
4.782169,-0.53188926,1.9671866,Jefe de Forecast & Quality E-commerce,11,EAE Business School
-1.7366115,12.843338,-7.9383335,Founder and Owner,13,Medical Cañada S.L
6.4053664,-12.806236,-6.708398,ADMINISTRACIÓN Y RRHH ,14,Softtek
-11.830654,-8.703248,0.74725085,Head of Data Enigineering & Data Architecture,8,Billpocket
-13.713117,1.1762674,-4.6714425,Senior Consultant BI,1,APG Consulting
-18.391495,-15.02734,4.973688,Data Scientist,12,Grant Thornton Paraguay
3.1466026,-4.830948,-8.758355,Administrador Cobranza,14,Yanbal
13.744459,-6.450534,-6.3710494,Asesor didáctico,9,Jüsto
-10.087322,1.9131114,10.627994,Big Data Scientist - Big Data & Advanced Analytics,15,Accenture
-0.17601174,15.430486,4.6407194,Hospitalization as a result of an accident (a spinal cord injury SCI),17,EUROCORP - ETR
-3.2618892,4.8570967,1.4286743,Digital Artist,17,NVIDIA
-20.137386,-14.031829,4.1619368,Data Scientist,12,
-1.9421054,16.697638,4.2543745,Legal Internship - Data protection ,17,Google
-4.2093344,1.543517,3.5573685,Postdoctoral Researcher,2,Mondelēz International
-17.245947,-0.49769676,2.8269663,IT Business Analyst,1,Freelance
-7.7715735,5.4512267,9.452277,Azure Data Engineer,15,Boa Vista
-7.149467,1.3495741,-17.981411,CEO,16,Aritex
-17.514952,2.6094065,7.8055506,Data Science and Business Analytics Intern,1,Pro-Camelidos
-14.81461,5.094177,-2.5189745,Principal Solutions Architect,7,AIDISA BOLIVIA S.A.
-5.313645,-6.6080003,-12.167843,Director,8,Mercado Libre
-13.025337,-8.815026,12.968107,Data-analyst,8,Universidad Politécnica de Querétaro
-2.7690501,4.7025537,0.80699575,Builder,7,JPMorgan Chase & Co.
-18.391495,-15.02734,4.973688,Data Scientist,12,Plantium SA
-10.547036,-2.110534,0.3899639,BI Senior Associate,1,Dynamo Mobile
2.854214,-6.09218,8.559772,Analista Sr. de Data & Insights,3,ioasys
-16.35121,-8.847429,13.275554,Data Analyst,8,DataRobot
-11.998258,8.455737,10.740087,Artificial Intelligence Engineer,15,Trafilea
-23.32037,-6.78131,6.1494427,Data Engineer,5,SMARTFENSE
-14.317896,-0.19684643,11.545818,Data scientist / Data engineer,5,Escuela Militar de Ingeniería
-12.331764,-10.328795,-0.17834213,Head of Data Science,8,Microsoft
-13.732749,1.7536772,-8.70259,Senior Partner Marketing Manager,16,Minsait
-12.81058,8.94392,0.78532106,Client Technology Lead,2,Paradigma Digital
25.404888,3.6265957,-3.3368545,Gerente comercial ,18,Universidade Estadual de Campinas
13.863935,1.3459466,-5.4402895,Diseñadora Gráfica,6,Oregon State University
11.102997,-8.625032,-3.2040462,Analista financiero,19,Indra
-2.0177789,14.5952215,4.8400245,Recruiter temporal LATAM,17,TIM Brasil
-10.677876,1.2281431,9.758804,Decision Intelligence Developer,15,BCG GAMMA
-9.412714,-2.4078345,4.4685345,Business Intelligence Project Responsible / Admin,1,Atrys
-5.8404226,8.210902,9.203013,Lead Data Science,2,Allianz
21.420654,-1.1712303,-4.2263565,Ejecutivo comercial,18,Deloitte
-17.066586,-6.762701,4.1183243,Senior Data Scientist,12,Algorithia
-17.245974,-0.49771774,2.8269844,IT Business Analyst,1,BAC Credomatic
-4.351061,2.0544138,0.30403456,Associate Architect,7,Hospital Israelita Albert Einstein
-6.127383,6.300988,2.0067644,"Blogger, Copywriter, Marketing & International Business Consultant",2,Grupo Boticário
5.954947,-7.4314446,10.967719,Ingeniero de datos,19,e-Core
12.5328045,-0.68955225,-4.985101,Fundadora,6,MAGNA SISTEMAS
-16.891047,-8.552692,13.773118,Data Analyst,8,brMalls
-17.741615,-2.294193,0.49311775,Business Analyst,1,Closer Consulting
-15.857167,-1.0857699,5.32155,Business Intelligence Analyst,1,Sngular
-2.4845285,-3.670386,-0.31964734,Director of Advanced Analytics MAPFRE Spain,3,Zalando
-9.98813,2.0979123,9.853582,"Data, Analytics, and AI Architect",15,Uniphore
-15.158818,7.292921,-1.9382157,Knowledge Management  Analyst - U.S. Central Command,7,IBM
-13.156596,-9.173911,4.4896846,Principal Data Scientist,12,Ransa
-7.746938,-1.9601661,7.296487,Business Insights Analyst,1,Trilateral Research
-10.502324,5.175125,8.50471,"Lead of Decision Intelligence, AI Application Research Center",15,Banco Guayaquil
-12.331574,-10.328702,-0.17811243,Head of Data Science,8,Universidad Andrés Bello
0.3697687,6.718582,-2.8161645,President,17,PredictLand
-11.883083,3.597969,-11.501442,Brand Specialist,16,All Aideas
-17.47886,-8.917163,13.486329,Data Analyst,8,Banco GyT Continental
-9.007346,-0.9253487,10.558256,Data & Analytics,15,CSIC
-8.8850355,7.314917,-8.288849,Manager - Training and Quality - Customer Service,7,Gentera
-11.874931,6.7225885,-9.195877,Partner Support Manager,7,ThoughtWorks
3.3192918,5.606403,-4.947495,Auxiliar general,4,Telecom Argentina
-1.4961255,4.0100884,-4.7395005,Business Owner,4,Nageru Solutions
-17.645628,-0.3476672,2.8376722,IT operations analyst,1,Choucair Testing S.A.
-4.2887173,8.451921,7.554691,Advanced Analytics Translator,2,Cecotec Innovaciones S. L.
-8.7786,-5.700843,-7.553831,Director of Education and Program Development,8,QSOFT 
-5.230749,4.3596797,-6.6918297,Head of Kit Factory,4,"SMU S.A. (Unimarc, M10, Alvi ,Ok Market y Telemercados)"
-5.238836,8.084643,9.112318,Data Visualizator,2,Comvista Inc.
-15.704172,-7.1643624,9.153202,Data Science Tech Expert,12,Remax At Work
-19.148762,-4.9911575,2.2425451,Global Senior Data Scientist,12,SEFIRA
-11.998092,8.45563,10.74001,Artificial Intelligence Engineer,15,Green Plane Ltd
-23.971466,-7.046641,8.147912,Data Engineer,5,RockingData
-13.005196,9.182688,-2.8125265,Consultant II - FS Consulting,7,AlphaCredit
-14.3336115,1.2826072,-4.618874,Junior consultant,1,Innovamat
-9.928794,-8.101718,4.5081477,Lead Data Scientist / Team Lead,1,Telefónica
-11.937671,-1.0490909,-8.030638,Account Executive,16,Orden Hospitalaria San Juan de Dios (Provincia Bética)
-8.605493,-0.5803131,1.6386639,Statistician,1,Freiberuflich
14.2426,-7.178669,-4.964135,Asistente de Reportes,9,South African Reserve Bank
-6.983711,0.41175485,9.978656,Data Analyst - Global Investigations,15,Yanbal
-1.9648318,-3.8371718,-2.1127126,"HR Specialist  at FDS Spain, a DXC Technology Company",3,Universidad de Cádiz
-16.112326,7.8711777,-6.8304763,Business Development Manager,16,REWE Group
-3.5514753,3.550495,-9.633077,Head of Alliances ,4,Nationale-Nederlanden
0.513917,-6.9553714,7.51832,Profesor del Master en Big Data,3,BIOGEST SRL
-9.662913,2.454513,11.123856,Trainer in Statistics | Data Science | A/B Testing | Synthetic Data | Digital Transformation |GROWTH,15,The Sparks Foundation
-17.129208,-7.283501,4.4314394,Senior Data Scientist,12,EX3 Labs
4.9625278,-10.397386,-6.0252147,Cientifico de Datos - Senior Manager,14,Grupo Galsky
5.1207094,-5.5348387,10.850303,Analista de datos,19,AP LATAM
-4.602881,8.9681425,6.3356757,Data and Fulfillment Lead,2,Dasos ML
16.958576,-1.1691412,5.748802,Docente de formación no reglada,18,"49 mining, analytics & consulting GmbH"
-7.4661984,0.5052399,9.962818,COE Data Analyst ,15,VALOREO
-12.735813,-0.48921028,7.289902,Cognitive Consultant | Data Scientist,1,Karvi
-12.977597,-6.4156966,5.9311614,Data Science Manager,1,Merama
-17.289024,-9.176328,13.517742,Data Analyst,8,IHDN Software Development
-22.894083,-6.699573,7.4739676,Data Engineer,5,Ualá
-16.947268,-6.625906,9.700052,Data & Analytics Specialist,12,Kellogg Company
-8.275265,-8.389425,2.2454033,Big Data Director,1,Ada Intelligence
-11.724505,6.6295314,-9.244098,Partnerships Manager,7,bChannels
-11.558604,-1.5179139,-4.6789975,Consulting Manager and Co-founder at Wātea!,16,Microsoft
1.9897487,-6.056237,-8.836041,CEO de tradingeinversiones.com,14,ICOMM
9.5508175,-2.3457098,1.3237889,Gerente de productos,6,
16.123163,5.3837233,-0.15383923,Lider de Gobernanza,0,Profesional independiente
-9.0058775,-0.35724434,-2.1191068,DEV PM Jr & IT Coordinator ,7,Nestlé
-9.2726345,-0.18028735,12.055906,Data Science,15,Genpact
-13.806368,7.2283154,0.583394,Feature Engineer (Product Owner) at ING,2,White Space Energy (we’re hiring!)
17.026266,4.6011558,-2.6584585,Encargado de RR. HH.,0,SEB
6.4387565,-6.371015,1.7664727,Cajero del servicio de atención al cliente,3,Vitapro S.A.
-3.4474065,3.4687955,0.8912891,Laywer,7,SEIDOR Analytics
-13.191556,-2.2713482,9.455614,BI & Data Analyst,1,IBM
-16.09486,-2.7809756,11.685984,Junior Data Analyst,5,Citi
-8.333608,-1.0582787,5.9652743,CRM BI Analyst,1,Tarento Group
-18.275549,-12.466102,3.2820184,Data Scientist,12,Volunteer and Freelance creative / organization work
7.3022556,5.4834986,-0.06131151,Técnico Central,13,Datalytics
-6.2398744,-2.1959434,0.71450603,Database Administrator,1,SMARTpro Academy
-17.741732,-2.2945018,0.49442312,Business Analyst,1,Novel Office US
-4.781948,9.776356,7.1198397,BIM Modeler,2,Customertimes Ukraine
-15.611444,0.34006596,10.031262,Technician-Big Data developer,5,Sphere Partners
-17.842049,-13.55751,3.3118975,Data Scientist,12,MAPFRE
-13.074308,-6.0567927,10.354762,Jr Data Scientist,1,WorkSafe New Zealand
11.247647,5.069941,1.5854981,Beca postgrado INE,0,SAIC
-15.550953,0.82847947,10.201447,Big Data Engineer,5,Glencore
-13.3299055,-2.2321072,1.5312692,Ssr Business Intelligence Analyst @Mercadolibre,1,ServiceNow
-9.513422,6.896467,4.5783844,Solutions Assistant,2,Huawei
-6.928255,3.3818755,-12.662009,Chief Operating Officer,4,Capiter
7.9317064,-11.591088,1.955741,Especialista en departamento de logística,19,Eneur : E-cell of Kirori Mal College
-7.1454225,8.011255,7.344769,Machine Learning Manager,2,Amazon
-12.992584,8.88169,-3.0725157,Consultant at FS-consulting,7,EPA Digital
-15.96891,4.355178,10.580985,Senior Data Engineer & AI Specialist,15,NTT DATA Europe & LATAM
-14.093435,-4.157825,5.0217037,Data & Analitics Senior Consultant,1,Zepto
-14.706675,2.6844287,4.1038857,DL/ML Engineer,15,Travelfine
-2.15167,16.062027,3.919251,Quantum Machine Learning Leader,17,Consultora Contable Horus
-17.928059,-0.2388285,2.8478236,Information Technology Analyst,1,GEMKA PROCUREMENT SOLUTIONS SAC
-8.65037,9.30851,1.1203203,Skills and Communication Trainer,2,Randstad
-18.49969,-2.0345917,5.13882,Programador Junior Business Intelligence,1,Banco Pichincha
-1.4961405,4.0100026,-4.739473,Business Owner,4,Pretty Lake
9.147406,-0.84457415,-5.2828617,Propietario de la empresa,3,Satair
-1.898171,5.5604835,3.1907978,Lead Teacher,17,Coca-Cola FEMSA
-5.5065327,6.5183115,2.1309915,Freelance,2,Intertec.io
-12.276007,-8.461574,-0.118144214,Head of Data Visualization & Analytics,8,JLL
-0.61674744,-5.098285,-4.8742003,Profesor,3,Integration Wizards Solutions
-17.020239,2.6705341,-9.784414,Marketing Specialist,16,Road to Data
-11.327384,1.0766435,2.0245018,Engineer,15,KPMG
5.1206737,-5.534852,10.850311,Analista de datos,19,KPMG España
-6.9062934,0.93080884,6.99491,Marketing business intelligence,15,Sberbank
-5.251537,8.452343,8.971949,Data Quality,2,PROGRAMATIC S.L.
-7.0325418,0.24141909,9.949589,Data Analyst DIA (Aeroengy),15,NielsenIQ
-7.2479334,11.480715,6.81454,Deep Learning & Computer Vision squad member,2,Ransa
5.1204944,-5.5348606,10.850152,Analista de datos,19,Walmart
6.101504,-0.8489222,2.0684714,Analista de Revenue Management,3,"FDS Spain, a DXC Technology Company"
-14.817628,0.8422641,11.769636,Data Scientist Machine Learning Engineer,5,PYXL SA
-13.100855,10.459452,-6.0525093,Marketing Strategy and Analytics Consultant,1,DELTA RM
-16.576838,3.630645,-4.902298,Consultant Analyst,1,Escuela de Organización Industrial
-13.832983,-3.7900314,5.6708913,Data & Analytics Consultant,1,Data Business Solutions Training LAB
-18.490587,-1.6893429,10.173359,Junior Data Collection Engineer,5,IBM
18.801773,2.9235828,0.34768727,Soporte a la Preventa,0,Caixabank Business Intelligence
-16.044313,-0.8944429,2.25556,Business Analyst - SME,1,Inetum
-9.649726,6.579753,7.2327533,Training Manager - datahack group,2,Pass the Keys®
-23.006725,-6.7332716,7.610153,Data Engineer,5,Soluciones en Excel
-15.467772,-5.465046,9.618069,Data Science Associate,12,Volaris
-7.500893,9.955133,7.724166,Artificial Intelligence ,2,IBM
7.472286,-13.1239,-8.101096,Administracion,14,Fairplay (Freedom to Scale)
-0.68096524,7.2372794,2.64231,Scripter,17,Lopes Consultoria de Imóveis
21.420654,-1.1712303,-4.2263565,Ejecutivo comercial,18,Meta
9.462311,2.9797125,13.229076,Científico de datos,11,CI&T
-3.285231,11.675564,5.094944,Networking and telecommunication,17,DataHack School
-17.204374,-1.7312639,8.498901,"Senior Data Engineer, IT Architecture & Analytics",5,THE BRIDGE Digital Talent Accelerator
-3.8641393,7.8497176,4.502498,Data Collection & Marketing Analytics,2,Wātea!
-0.3094348,-2.788659,9.023847,Analista Big Data,3,Profesional independiente
-11.075692,6.9360814,-2.0903533,International Talent Analyst,1,Cuenta propia
-14.674246,7.4108534,-3.2248008,"Junior Business Analyst, Inventory Management",1,Clínica de las Americas
-16.593405,-9.296202,13.437389,Data Analyst,8,Boat - Visual Lab
5.7979507,-12.282619,-7.608855,Administrador de Expediente Digital,14,Accenture
2.4560478,8.525086,-0.11552109,Country Leader 3M Bolivia,13,ING
4.3471875,-1.1029258,9.283036,Analista de Inteligencia y Modelamiento,11,CISA LTDA.
-23.020176,-3.3970125,-0.553691,Software Engineer,5,grupo empresarial daza s.r.l
6.1968484,-1.7666796,-1.7623659,marketing de afiliados,3,Dentons Guevara & Gutierrez
-9.2726345,-0.18028735,12.055906,Data Science,15,Just Eat Takeaway.com
-5.437318,7.3716793,-0.5625709,Corporate English Consultant,7,Pick & Pack Systems
-18.676521,0.07421057,4.8159904,Information Analyst,1,PageGroup
-7.8219185,2.2889252,-12.342229,Chief Strategy Officer,4,BT
9.462356,2.979676,13.229013,Científico de datos,11,Banco Sabadell
4.47379,1.5387244,8.263628,Analista de proyectos de Transformación Digital,11,EyeProGPO
-22.730892,-6.562376,7.414755,Data Engineer,5,Amazon
5.250644,2.407271,7.5211396,Técnico de sistemas de información geográfica,11,AMBERG INFRAESTRUCTURAS SA
9.772974,-5.770138,9.96339,Analista de Seleccion y Desarrollo,19,Bluetab Solutions
-4.7819896,-1.745134,-3.317153,Associate - GRC Financiero,16,IBM
-15.121585,1.4972168,-4.663786,Associate Consultant,16,Nebulova
14.645168,6.2142015,3.5574448,Gerente de Ventas México y LATAM,0,Instituto Nacional de Estadística (INE)
-5.7230735,3.977886,-13.098308,Chief Executive Officer,4,Iberdrola
-0.41163075,-7.347505,6.6956253,Consultor en Machine Learning,3,Nexbas
-11.95959,2.2162564,-3.3372548,HR Specialist,16,NTT DATA Europe & LATAM
9.366366,-4.230464,-12.777826,Directora Ejecutiva,14,Ivin Analytics
-11.493234,1.810914,13.399405,Machine Learning Researcher,15,The Phone House Telecom GmbH
-11.227216,-0.2526541,-10.505334,Sr. Director - Strategic Accounts,16,
-15.454757,4.1659827,14.913331,Machine Learning Engineer,15,Tiendanube
-17.537209,-13.815049,5.2219605,Data Scientist,12,KPMG España
-17.741297,-2.294006,0.49313515,Business Analyst,1,VASS
6.0505757,-11.47722,-8.432101,Administrador de sistemas de TI,14,EY
-11.255784,0.7385651,9.811846,Big Data Analyst,15,SDAS Research Group
-11.2748995,5.2890234,0.5293582,IT Recruiter,7,alt.bank
-18.903614,-1.4461092,9.780748,Junior Data Engineer,5,Apto Solutions
-12.154222,-1.6581075,-3.713616,Researcher and Developer at Toobatech Company,7,FitsLanguage
-3.4893904,1.1904343,3.1078966,University Lecturer,2,MERCANZA
-6.496514,0.9582826,-16.984642,CEO,16,Forever Living International
-14.562088,1.4975445,-1.621117,Technical Consultant,7,VANGUSEM S.R.L.
9.462296,2.9796865,13.229066,Científico de datos,11,Ironhack
-8.604535,5.385185,9.395843,GCP Data Engineer ,15,Profesional independiente
-1.7783041,4.15002,-4.3912406,Business Partner,4,Cívica
19.61639,0.23409432,0.38358125,Docente a tiempo parcial,18,Escuela de Organización Industrial
-17.324873,-13.973717,5.2358108,Data Scientist,12,tlt
-12.076104,-6.1819715,9.623495,Tutor of Data Science,1,NTT DATA Europe & LATAM
-12.977614,-3.2840497,6.0398364,Principal Data Analytics Consultant,1,Secretaría de Economía y Finanzas - Municipalidad de Córdoba
5.685134,4.8380375,-7.7577453,Presidente,4,PREDIK Data-driven
-12.344109,4.9490848,11.653747,Machine Learning Engineer Expert,15,SENSU DE SERVICIOS Y DESARROLLOS SL
6.3818955,-11.641283,3.9547055,Analista de sistemas sénior,19,DIA España
-1.9996804,9.158177,-13.3416,Founder and CEO,13,DRAFT PoliTO
-17.324873,-13.973717,5.2358108,Data scientist,12,Nationale-Nederlanden
-12.249568,-1.9117641,3.909391,Junior Business Intelligence Consultant,1,Renfe-SNCF en Cooperación
-17.537209,-13.815049,5.2219605,Data Scientist,12,Independent Consultant
8.667084,3.9024856,11.616581,Intérprete de datos,11,SmartMKT
3.3635406,-13.036741,2.396169,Directora General de Ciencias de la Información,14,Asseco Spain
9.291133,-8.9759,10.39519,Analista de TI,19,EY
7.5344,-2.0661662,-11.694226,Director ejecutivo,14,StyleSage
